Time,TensionStroke,VesselHeave,Time,RiserSlack
50.0,-0.280007289776,0.0,150.0,-27.0785778526
50.1,-0.269958979189,0.0,150.1,-27.0785434352
50.2,-0.259838704988,0.0,150.2,-27.0785301376
50.3,-0.249654289306,0.0,150.3,-27.0785356131
50.4,-0.239410425421,0.0,150.4,-27.0785551684
50.5,-0.229108677761,0.0,150.5,-27.0785848925
50.6,-0.218756868458,0.0,150.6,-27.0786153989
50.7,-0.208356561936,0.0,150.7,-27.0786396475
50.8,-0.197915580329,0.0,150.8,-27.0786482518
50.9,-0.187435488063,0.0,150.9,-27.0786326075
51.0,-0.17691941399,0.0,151.0,-27.0785848925
51.1,-0.166373615816,0.0,151.1,-27.0784980669
51.2,-0.15579809354,0.0,151.2,-27.0783666551
51.3,-0.145194411591,0.0,151.3,-27.0781859638
51.4,-0.134565698819,0.0,151.4,-27.0779536465
51.5,-0.123910390799,0.0,151.5,-27.077665792
51.6,-0.11323318081,0.0,151.6,-27.0773216182
51.7,-0.102532504425,0.0,151.7,-27.0769211251
51.8,-0.0918130549233,0.0,151.8,-27.076465877
51.9,-0.0810748323055,0.0,151.9,-27.0759574385
52.0,-0.0703225298504,0.0,152.0,-27.0754012849
52.1,-0.0595577119842,0.0,152.1,-27.0748028918
52.2,-0.0487850719862,0.0,152.2,-27.0741716457
52.3,-0.0380061742828,0.0,152.3,-27.0735145867
52.4,-0.0272288410057,0.0,152.4,-27.0728418833
52.5,-0.0164562010077,0.0,152.5,-27.0721613579
52.6,-0.00569294756792,0.0,152.6,-27.0714823968
52.7,0.00505466160812,0.0,152.7,-27.0708104757
52.8,0.0157866265204,0.0,152.8,-27.0701518522
52.9,0.0264966894635,0.0,152.9,-27.069512784
53.0,0.0371848504374,0.0,153.0,-27.0688971822
53.1,0.0478479805894,0.0,153.1,-27.068312869
53.2,0.0584860799194,0.0,153.2,-27.0677629731
53.3,0.0691007128538,0.0,153.3,-27.0672553168
53.4,0.0796918793926,0.0,153.4,-27.0667953754
53.5,0.0902627083886,0.0,153.5,-27.0663878423
53.6,0.100816328695,0.0,153.6,-27.0660374108
53.7,0.111357433589,0.0,153.7,-27.0657448631
53.8,0.121890716352,0.0,153.8,-27.0655101991
53.9,0.132419305836,0.0,153.9,-27.065333419
54.0,0.14294789532,0.0,154.0,-27.0652113937
54.1,0.153481178083,0.0,154.1,-27.0651394301
54.2,0.164020718552,0.0,154.2,-27.0651136171
54.3,0.174574338858,0.0,154.3,-27.0651300435
54.4,0.185142039001,0.0,154.4,-27.0651840162
54.5,0.195726947834,0.0,154.5,-27.0652724063
54.6,0.206332194211,0.0,154.6,-27.0653897383
54.7,0.216959342556,0.0,154.7,-27.0655328833
54.8,0.227611521723,0.0,154.8,-27.0656955837
54.9,0.238287167286,0.0,154.9,-27.0658731461
55.0,0.24899253695,0.0,155.0,-27.0660608772
55.1,0.259726066289,0.0,155.1,-27.0662540839
55.2,0.270490884155,0.0,155.2,-27.0664472905
55.3,0.281290119401,0.0,155.3,-27.0666381506
55.4,0.292125336454,0.0,155.4,-27.0668243173
55.5,0.303001228593,0.0,155.5,-27.0670042263
55.6,0.313919360243,0.0,155.6,-27.0671778777
55.7,0.324884424685,0.0,155.7,-27.0673460535
55.8,0.335896421918,0.0,155.8,-27.067509536
55.9,0.346960045221,0.0,155.9,-27.0676698897
56.0,0.358078423447,0.0,156.0,-27.0678318079
56.1,0.36924999217,0.0,156.1,-27.0679984193
56.2,0.380479444669,0.0,156.2,-27.0681759817
56.3,0.391766780943,0.0,156.3,-27.0683730994
56.4,0.403108872141,0.0,156.4,-27.0685960302
56.5,0.414505718261,0.0,156.5,-27.0688549427
56.6,0.425955754878,0.0,156.6,-27.0691592237
56.7,0.437457417566,0.0,156.7,-27.0695174773
56.8,0.449007577471,0.0,156.8,-27.069938308
56.9,0.46060310574,0.0,156.9,-27.0704287557
57.0,0.472240873522,0.0,157.0,-27.0709942958
57.1,0.483916187537,0.0,157.1,-27.0716388395
57.2,0.495627483358,0.0,157.2,-27.0723670799
57.3,0.507371632133,0.0,157.3,-27.0731805816
57.4,0.519147069435,0.0,157.4,-27.0740816912
57.5,0.530952230839,0.0,157.5,-27.0750727553
57.6,0.542783987491,0.0,157.6,-27.0761529917
57.7,0.554643903817,0.0,157.7,-27.0773239649
57.8,0.566530415392,0.0,157.8,-27.0785856748
57.9,0.578441957789,0.0,157.9,-27.0799357747
58.0,0.590380095434,0.0,158.0,-27.0813734826
58.1,0.602344828328,0.0,158.1,-27.0828964516
58.2,0.614334592043,0.0,158.2,-27.0845015531
58.3,0.626350951007,0.0,158.3,-27.0861856581
58.4,0.638390776366,0.0,158.4,-27.0879440733
58.5,0.650452503695,0.0,158.5,-27.0897721055
58.6,0.662536132993,0.0,158.6,-27.0916658437
58.7,0.674640099833,0.0,158.7,-27.0936174656
58.8,0.686758146511,0.0,158.8,-27.0956222779
58.9,0.698890273027,0.0,158.9,-27.0976701121
59.0,0.711034914953,0.0,159.0,-27.099753928
59.1,0.723184250158,0.0,159.1,-27.101863557
59.2,0.735339843069,0.0,159.2,-27.1039864835
59.3,0.747498564833,0.0,159.3,-27.106112539
59.4,0.75965572217,0.0,159.4,-27.1082284257
59.5,0.771811315081,0.0,159.5,-27.1103216281
59.6,0.783965343565,0.0,159.6,-27.1123811955
59.7,0.796114678771,0.0,159.7,-27.11439383
59.8,0.80826244955,0.0,159.8,-27.1163509274
59.9,0.820407091476,0.0,159.9,-27.1182415366
60.0,0.832550168976,0.0,160.0,-27.1200562712
60.1,0.844693246476,0.0,160.1,-27.1217888734
60.2,0.856839452829,0.0,160.2,-27.1234315211
60.3,0.868988788034,0.0,160.3,-27.124979521
60.4,0.881142816519,0.0,160.4,-27.1264289621
60.5,0.893306231561,0.0,160.5,-27.1277774976
60.6,0.905477468736,0.0,160.6,-27.1290243454
60.7,0.917659656895,0.0,160.7,-27.1301695055
60.8,0.929852796039,0.0,160.8,-27.1312161068
60.9,0.942058450594,0.0,160.9,-27.1321664958
61.0,0.954278184986,0.0,161.0,-27.1330238014
61.1,0.966510434789,0.0,161.1,-27.133792717
61.2,0.978755200003,0.0,161.2,-27.1344771535
61.3,0.991017173907,0.0,161.3,-27.1350810221
61.4,1.00329322765,0.0,161.4,-27.1356082338
61.5,1.01558492565,0.0,161.5,-27.1360626997
61.6,1.02789383235,0.0,161.6,-27.136449113
61.7,1.04022307659,0.0,161.7,-27.136772167
61.8,1.05257265837,0.0,161.8,-27.1370365551
61.9,1.06494414212,0.0,161.9,-27.1372461882
62.0,1.07734222112,0.0,162.0,-27.1374065419
62.1,1.08976845979,0.0,162.1,-27.1375215273
62.2,1.10222442256,0.0,162.2,-27.1375974019
62.3,1.11471480272,0.0,162.3,-27.1376372948
62.4,1.12723960025,0.0,162.4,-27.1376466814
62.5,1.13980194402,0.0,162.5,-27.1376302549
62.6,1.15240496288,0.0,162.6,-27.1375934909
62.7,1.16504709239,0.0,162.7,-27.1375410826
62.8,1.17772989699,0.0,162.8,-27.1374777233
62.9,1.19045337667,0.0,162.9,-27.137410453
63.0,1.20321909587,0.0,163.0,-27.1373431827
63.1,1.21602236129,0.0,163.1,-27.13728217
63.2,1.22886317296,0.0,163.2,-27.1372321084
63.3,1.24173996643,0.0,163.3,-27.1371984732
63.4,1.25465117727,0.0,163.4,-27.1371843934
63.5,1.26759524108,0.0,163.5,-27.1371953444
63.6,1.28056746455,0.0,163.6,-27.137234455
63.7,1.29356941213,0.0,163.7,-27.1373048542
63.8,1.30659639053,0.0,163.8,-27.1374081063
63.9,1.31964839975,0.0,163.9,-27.1375465581
64.0,1.3327254398,0.0,164.0,-27.137722556
64.1,1.34582438181,0.0,164.1,-27.1379361002
64.2,1.35894679022,0.0,164.2,-27.1381871907
64.3,1.3720911006,0.0,164.3,-27.1384758273
64.4,1.38525887737,0.0,164.4,-27.138801228
64.5,1.39845012054,0.0,164.5,-27.1391626105
64.6,1.41166170125,0.0,164.6,-27.1395584104
64.7,1.42489674836,0.0,164.7,-27.1399870632
64.8,1.43815213301,0.0,164.8,-27.1404470046
64.9,1.45142941963,0.0,164.9,-27.14093667
65.0,1.46472704379,0.0,165.0,-27.1414544952
65.1,1.47804344107,0.0,165.1,-27.1419973511
65.2,1.49137704704,0.0,165.2,-27.1425644557
65.3,1.50472473285,0.0,165.3,-27.1431534622
65.4,1.51808806292,0.0,165.4,-27.1437628063
65.5,1.53146077955,0.0,165.5,-27.1443901412
65.6,1.54484444716,0.0,165.6,-27.1450354671
65.7,1.5582359369,0.0,165.7,-27.1456964373
65.8,1.57163368435,0.0,165.8,-27.1463730517
65.9,1.58503612508,0.0,165.9,-27.1470653103
66.0,1.59844482352,0.0,166.0,-27.1477732133
66.1,1.61185665081,0.0,166.1,-27.1484967605
66.2,1.62527160695,0.0,166.2,-27.1492367341
66.3,1.63869282079,0.0,166.3,-27.1499931343
66.4,1.65211716349,0.0,166.4,-27.1507675254
66.5,1.66554932832,0.0,166.5,-27.1515591251
66.6,1.67898775086,0.0,166.6,-27.152369498
66.7,1.69243399552,0.0,166.7,-27.1531986439
66.8,1.70589119118,0.0,166.8,-27.1540481275
66.9,1.71935777339,0.0,166.9,-27.1549187307
67.0,1.73283530658,0.0,167.0,-27.155811236
67.1,1.74632535519,0.0,167.1,-27.1567256432
67.2,1.75982635478,0.0,167.2,-27.1576627346
67.3,1.77334143421,0.0,167.3,-27.1586232924
67.4,1.78686902905,0.0,167.4,-27.1596065344
67.5,1.80041070372,0.0,167.5,-27.1606124605
67.6,1.81396332939,0.0,167.6,-27.1616402886
67.7,1.82752847046,0.0,167.7,-27.1626900187
67.8,1.84110769137,0.0,167.8,-27.1637608686
67.9,1.85469942769,0.0,167.9,-27.164852056
68.0,1.86830367942,0.0,168.0,-27.1659620165
68.1,1.88192201099,0.0,168.1,-27.1670907501
68.2,1.89555598682,0.0,168.2,-27.1682374746
68.3,1.90920717134,0.0,168.3,-27.1693998434
68.4,1.92287556456,0.0,168.4,-27.1705778565
68.5,1.93656429531,0.0,168.5,-27.1717699494
68.6,1.95027492804,0.0,168.6,-27.1729745577
68.7,1.96400902716,0.0,168.7,-27.174190117
68.8,1.9777681571,0.0,168.8,-27.1754158451
68.9,1.99155544671,0.0,168.9,-27.1766501775
69.0,2.00537246043,0.0,169.0,-27.177892332
69.1,2.01922076268,0.0,169.1,-27.1791407442
69.2,2.03309878902,0.0,169.2,-27.1803938498
69.3,2.04700966833,0.0,169.3,-27.1816516486
69.4,2.06095340058,0.0,169.4,-27.1829133584
69.5,2.07492842136,0.0,169.5,-27.1841781972
69.6,2.08893473067,0.0,169.6,-27.1854453825
69.7,2.10297232851,0.0,169.7,-27.1867133501
69.8,2.11703965044,0.0,169.8,-27.1879836643
69.9,2.13113513206,0.0,169.9,-27.1892547607
70.0,2.14525720892,0.0,170.0,-27.1905258572
70.1,2.15940744545,0.0,170.1,-27.191798518
70.2,2.17358114838,0.0,170.2,-27.1930703967
70.3,2.18777988214,0.0,170.3,-27.1943438397
70.4,2.20200051786,0.0,170.4,-27.1956165006
70.5,2.21624461998,0.0,170.5,-27.1968891614
70.6,2.23051218849,0.0,170.6,-27.1981618223
70.7,2.24480009454,0.0,170.7,-27.1994337009
70.8,2.25910990257,0.0,170.8,-27.2007055796
70.9,2.27344161256,0.0,170.9,-27.2019758938
71.0,2.28779522453,0.0,171.0,-27.2032454258
71.1,2.30216917403,0.0,171.1,-27.2045133934
71.2,2.31656346108,0.0,171.2,-27.2057797965
71.3,2.3309796501,0.0,171.3,-27.207043853
71.4,2.34541461224,0.0,171.4,-27.2083047807
71.5,2.35986834749,0.0,171.5,-27.2095633617
71.6,2.37433929143,0.0,171.6,-27.2108180316
71.7,2.38882587964,0.0,171.7,-27.2120672261
71.8,2.4033281121,0.0,171.8,-27.2133125095
71.9,2.41784442441,0.0,171.9,-27.214550753
72.0,2.4323716877,0.0,172.0,-27.2157827387
72.1,2.44690833755,0.0,172.1,-27.2170084668
72.2,2.46145593838,0.0,172.2,-27.2182263727
72.3,2.47601136135,0.0,172.3,-27.2194372387
72.4,2.49057304202,0.0,172.4,-27.2206402826
72.5,2.5051409804,0.0,172.5,-27.2218355044
72.6,2.51971361205,0.0,172.6,-27.2230236862
72.7,2.53429250141,0.0,172.7,-27.2242048281
72.8,2.54887921291,0.0,172.8,-27.2253789301
72.9,2.56347218211,0.0,172.9,-27.2265467744
73.0,2.57807453786,0.0,173.0,-27.2277067965
73.1,2.59268628018,0.0,173.1,-27.228860561
73.2,2.60730740905,0.0,173.2,-27.2300080677
73.3,2.62193948891,0.0,173.3,-27.2311485346
73.4,2.63658408418,0.0,173.4,-27.2322827437
73.5,2.65124275928,0.0,173.5,-27.2334106951
73.6,2.66591551423,0.0,173.6,-27.2345316066
73.7,2.68060234901,0.0,173.7,-27.2356462604
73.8,2.69530482805,0.0,173.8,-27.2367546565
73.9,2.71001982251,0.0,173.9,-27.2378567948
74.0,2.72474733238,0.0,174.0,-27.2389526755
74.1,2.73948892208,0.0,174.1,-27.2400422985
74.2,2.75424302719,0.0,174.2,-27.2411248815
74.3,2.76901121215,0.0,174.3,-27.2422019891
74.4,2.78379034808,0.0,174.4,-27.2432720567
74.5,2.79858512828,0.0,174.5,-27.2443366489
74.6,2.81339085947,0.0,174.6,-27.2453942011
74.7,2.82821223492,0.0,174.7,-27.2464462778
74.8,2.84304612578,0.0,174.8,-27.2474928791
74.9,2.85789878975,0.0,174.9,-27.2485324404
75.0,2.87276709799,0.0,175.0,-27.249565744
75.1,2.88765574378,0.0,175.1,-27.2505927899
75.2,2.90256785596,0.0,175.2,-27.2516135781
75.3,2.9175018701,0.0,175.3,-27.2526273264
75.4,2.93246091507,0.0,175.4,-27.2536340348
75.5,2.94744499086,0.0,175.5,-27.2546337033
75.6,2.96245722633,0.0,175.6,-27.2556263318
75.7,2.97749605704,0.0,175.7,-27.2566119204
75.8,2.99256461186,0.0,175.8,-27.2575896869
75.9,3.00766289078,0.0,175.9,-27.2585596312
76.0,3.02278932937,0.0,176.0,-27.2595217535
76.1,3.03794392763,0.0,176.1,-27.2604760535
76.2,3.05312668558,0.0,176.2,-27.2614225315
76.3,3.06833447434,0.0,176.3,-27.2623611873
76.4,3.08356885835,0.0,176.4,-27.2632928032
76.5,3.09882827318,0.0,176.5,-27.2642173792
76.6,3.11411271884,0.0,176.6,-27.2651349153
76.7,3.12942063089,0.0,176.7,-27.2660469759
76.8,3.14475044491,0.0,176.8,-27.2669535609
76.9,3.16010372532,0.0,176.9,-27.2678554527
77.0,3.17547890771,0.0,177.0,-27.2687534335
77.1,3.19087599206,0.0,177.1,-27.2696498498
77.2,3.20629654281,0.0,177.2,-27.2705439195
77.3,3.2217374311,0.0,177.3,-27.2714379891
77.4,3.23720335022,0.0,177.4,-27.2723336232
77.5,3.2526911713,0.0,177.5,-27.273231604
77.6,3.26820089435,0.0,177.6,-27.274134278
77.7,3.2837340838,0.0,177.7,-27.2750424275
77.8,3.29928917522,0.0,177.8,-27.2759568347
77.9,3.31486303975,0.0,177.9,-27.2768806285
78.0,3.33045880626,0.0,178.0,-27.277814591
78.1,3.34607334588,0.0,178.1,-27.2787595046
78.2,3.36170665861,0.0,178.2,-27.2797177157
78.3,3.37735561561,0.0,178.3,-27.2806892245
78.4,3.39301865245,0.0,178.4,-27.2816748131
78.5,3.40869576912,0.0,178.5,-27.2826768282
78.6,3.42438383678,0.0,178.6,-27.2836952698
78.7,3.440081291,0.0,178.7,-27.28473092
78.8,3.4557896962,0.0,178.8,-27.2857845612
78.9,3.47150592353,0.0,178.9,-27.286855411
79.0,3.48723153743,0.0,179.0,-27.287945034
79.1,3.50296497345,0.0,179.1,-27.2890526479
79.2,3.51870623161,0.0,179.2,-27.2901798171
79.3,3.53445531189,0.0,179.3,-27.2913249772
79.4,3.55021221431,0.0,179.4,-27.2924889104
79.5,3.56597850329,0.0,179.5,-27.2936708345
79.6,3.58175574325,0.0,179.6,-27.2948715318
79.7,3.5975439342,0.0,179.7,-27.2960894377
79.8,3.61334307613,0.0,179.8,-27.2973253345
79.9,3.62915473347,0.0,179.9,-27.29857844
80.0,3.64497890623,0.0,180.0,-27.299847972
80.1,3.66081559439,0.0,180.1,-27.3011331483
80.2,3.67666479797,0.0,180.2,-27.3024339688
80.3,3.69252651695,0.0,180.3,-27.3037496514
80.4,3.70840231578,0.0,180.4,-27.3050794138
80.5,3.72428906558,0.0,180.5,-27.3064216917
80.6,3.74018989523,0.0,180.6,-27.3077764849
80.7,3.75610324029,0.0,180.7,-27.3091430113
80.8,3.77202753633,0.0,180.8,-27.3105189243
80.9,3.78796434778,0.0,180.9,-27.3119050061
81.0,3.80391523907,0.0,181.0,-27.3132981278
81.1,3.81987708134,0.0,181.1,-27.3146990716
81.2,3.83585456788,0.0,181.2,-27.3161062731
81.3,3.85184613426,0.0,181.3,-27.3175189501
81.4,3.86785490932,0.0,181.4,-27.3189355382
81.5,3.88387932865,0.0,181.5,-27.3203552551
81.6,3.89992095667,0.0,181.6,-27.3217773187
81.7,3.91598448666,0.0,181.7,-27.3232017289
81.8,3.93206678976,0.0,181.8,-27.3246261391
81.9,3.94817255926,0.0,181.9,-27.3260513316
82.0,3.96430179516,0.0,182.0,-27.327476524
82.1,3.98045449745,0.0,182.1,-27.328900152
82.2,3.99663379499,0.0,182.2,-27.3303222156
82.3,4.01283655893,0.0,182.3,-27.3317427147
82.4,4.02906591811,0.0,182.4,-27.3331616494
82.5,4.04531874369,0.0,182.5,-27.3345774553
82.6,4.06159972894,0.0,182.6,-27.3359901323
82.7,4.07790418059,0.0,182.7,-27.3374004627
82.8,4.09423366306,0.0,182.8,-27.3388076642
82.9,4.11058817636,0.0,182.9,-27.3402109547
83.0,4.12696615605,0.0,183.0,-27.3416111163
83.1,4.14336916656,0.0,183.1,-27.3430073668
83.2,4.15979407904,0.0,183.2,-27.3444004885
83.3,4.17624245791,0.0,183.3,-27.3457889169
83.4,4.19271273876,0.0,183.4,-27.3471742164
83.5,4.20920805042,0.0,183.5,-27.3485556049
83.6,4.22572526406,0.0,183.6,-27.3499323001
83.7,4.24226750852,0.0,183.7,-27.3513058665
83.8,4.25883165495,0.0,183.8,-27.3526747396
83.9,4.27541926777,0.0,183.9,-27.3540389194
84.0,4.29203191141,0.0,184.0,-27.3553991881
84.1,4.30866645703,0.0,184.1,-27.3567555458
84.2,4.32532603346,0.0,184.2,-27.3581072101
84.3,4.34200751187,0.0,184.3,-27.3594541813
84.4,4.35871089224,0.0,184.4,-27.3607964591
84.5,4.37543617459,0.0,184.5,-27.3621340436
84.6,4.39218179447,0.0,184.6,-27.3634677171
84.7,4.40894618748,0.0,184.7,-27.3647959151
84.8,4.4257293536,0.0,184.8,-27.366120202
84.9,4.44252972841,0.0,184.9,-27.3674390135
85.0,4.45934418305,0.0,185.0,-27.3687539138
85.1,4.47617428196,0.0,185.1,-27.3700633387
85.2,4.49301846071,0.0,185.2,-27.3713688525
85.3,4.50987515487,0.0,185.3,-27.372669673
85.4,4.52674280001,0.0,185.4,-27.3739650181
85.5,4.54362139614,0.0,185.5,-27.3752572342
85.6,4.56051250768,0.0,185.6,-27.3765439749
85.7,4.57741300578,0.0,185.7,-27.3778275868
85.8,4.59432445486,0.0,185.8,-27.3791065053
85.9,4.61124685493,0.0,185.9,-27.380382295
86.0,4.62818020598,0.0,186.0,-27.3816549559
86.1,4.64512450801,0.0,186.1,-27.3829237057
86.2,4.66208132546,0.0,186.2,-27.384190891
86.3,4.67904909389,0.0,186.3,-27.3854557298
86.4,4.69602781331,0.0,186.4,-27.3867182218
86.5,4.71302061256,0.0,186.5,-27.3879799317
86.6,4.7300243628,0.0,186.6,-27.3892400772
86.7,4.74704062845,0.0,186.7,-27.3905002226
86.8,4.76406940951,0.0,186.8,-27.3917595858
86.9,4.78110914155,0.0,186.9,-27.3930197313
87.0,4.79816138901,0.0,187.0,-27.3942806589
87.1,4.81522458745,0.0,187.1,-27.3955415866
87.2,4.8323003013,0.0,187.2,-27.3968048609
87.3,4.84938696613,0.0,187.3,-27.3980689174
87.4,4.86648614638,0.0,187.4,-27.3993353205
87.5,4.88359627761,0.0,187.5,-27.4006032881
87.6,4.90071892425,0.0,187.6,-27.4018743845
87.7,4.91785565073,0.0,187.7,-27.4031470454
87.8,4.93500489262,0.0,187.8,-27.4044220529
87.9,4.95216977878,0.0,187.9,-27.405699407
88.0,4.96934874477,0.0,188.0,-27.40697989
88.1,4.98654491945,0.0,188.1,-27.4082627196
88.2,5.00375986725,0.0,188.2,-27.4095478959
88.3,5.02099202374,0.0,188.3,-27.4108354188
88.4,5.03824295334,0.0,188.4,-27.4121252883
88.5,5.05551578492,0.0,188.5,-27.4134175045
88.6,5.07280895403,0.0,188.6,-27.4147120674
88.7,5.09012558955,0.0,188.7,-27.4160081946
88.8,5.1074625626,0.0,188.8,-27.4173066685
88.9,5.12482300205,0.0,188.9,-27.4186067068
89.0,5.14220534347,0.0,189.0,-27.4199083095
89.1,5.15961115129,0.0,189.1,-27.4212114767
89.2,5.1770404255,0.0,189.2,-27.4225162083
89.3,5.19449160168,0.0,189.3,-27.4238217221
89.4,5.21196624425,0.0,189.4,-27.4251280181
89.5,5.2294627888,0.0,189.5,-27.4264350964
89.6,5.24698279974,0.0,189.6,-27.4277429568
89.7,5.26452471265,0.0,189.7,-27.4290508173
89.8,5.28208852753,0.0,189.8,-27.4303602421
89.9,5.29967737323,0.0,189.9,-27.4316688848
90.0,5.31728655647,0.0,190.0,-27.4329790919
90.1,5.33492077054,0.0,190.1,-27.4342885168
90.2,5.352578451,0.0,190.2,-27.4355987238
90.3,5.37025959786,0.0,190.3,-27.4369097131
90.4,5.38796421111,0.0,190.4,-27.4382207024
90.5,5.40569229076,0.0,190.5,-27.4395316917
90.6,5.42344540123,0.0,190.6,-27.4408434633
90.7,5.44122041367,0.0,190.7,-27.442156017
90.8,5.45902045693,0.0,190.8,-27.4434693529
90.9,5.47684240216,0.0,190.9,-27.4447834711
91.0,5.49468781379,0.0,191.0,-27.4460983714
91.1,5.51255356296,0.0,191.1,-27.4474148362
91.2,5.53044121409,0.0,191.2,-27.4487328655
91.3,5.54834920277,0.0,191.3,-27.4500524591
91.4,5.56627596457,0.0,191.4,-27.4513736172
91.5,5.58422149949,0.0,191.5,-27.4526971219
91.6,5.60218267866,0.0,191.6,-27.4540229732
91.7,5.62016263096,0.0,191.7,-27.4553511712
91.8,5.63815666309,0.0,191.8,-27.4566817158
91.9,5.65616633948,0.0,191.9,-27.4580146071
92.0,5.67419009572,0.0,192.0,-27.4593514095
92.1,5.69222793179,0.0,192.1,-27.4606905584
92.2,5.71027984769,0.0,192.2,-27.4620336185
92.3,5.72834427901,0.0,192.3,-27.4633798074
92.4,5.74642435459,0.0,192.4,-27.4647299073
92.5,5.76451381673,0.0,192.5,-27.4660831361
92.6,5.78261422986,0.0,192.6,-27.467440276
92.7,5.80072246511,0.0,192.7,-27.468801327
92.8,5.81884008693,0.0,192.8,-27.470166289
92.9,5.83697022416,0.0,192.9,-27.471535162
93.0,5.85511131237,0.0,193.0,-27.4729079462
93.1,5.87326491599,0.0,193.1,-27.4742846414
93.2,5.89143259945,0.0,193.2,-27.4756660299
93.3,5.90961123389,0.0,193.3,-27.4770513294
93.4,5.9278055126,0.0,193.4,-27.47844054
93.5,5.94601230671,0.0,193.5,-27.4798344439
93.6,5.9642347451,0.0,193.6,-27.4812314767
93.7,5.98247595659,0.0,193.7,-27.4826332027
93.8,6.00073594121,0.0,193.8,-27.4840380576
93.9,6.01901313451,0.0,193.9,-27.4854476058
94.0,6.03730753651,0.0,194.0,-27.4868602828
94.1,6.05561601834,0.0,194.1,-27.4882760886
94.2,6.07393388673,0.0,194.2,-27.4896958056
94.3,6.09226427053,0.0,194.3,-27.4911178691
94.4,6.11060716974,0.0,194.4,-27.4925430616
94.5,6.12896258437,0.0,194.5,-27.4939706006
94.6,6.14733207883,0.0,194.6,-27.4954004863
94.7,6.16571252427,0.0,194.7,-27.4968327187
94.8,6.18410235628,0.0,194.8,-27.4982665155
94.9,6.20250470369,0.0,194.9,-27.4997018767
95.0,6.22091956652,0.0,195.0,-27.5011380201
95.1,6.23934694475,0.0,195.1,-27.5025749457
95.2,6.25779309611,0.0,195.2,-27.5040118713
95.3,6.27625802058,0.0,195.3,-27.5054495791
95.4,6.29474484701,0.0,195.4,-27.5068865048
95.5,6.31325357542,0.0,195.5,-27.5083234304
95.6,6.3317842058,0.0,195.6,-27.5097595738
95.7,6.35033830257,0.0,195.7,-27.5111941528
95.8,6.36891586574,0.0,195.8,-27.5126271673
95.9,6.38751845973,0.0,195.9,-27.5140586175
96.0,6.40614764897,0.0,196.0,-27.5154885032
96.1,6.42480186903,0.0,196.1,-27.5169160422
96.2,6.44348268434,0.0,196.2,-27.5183412347
96.3,6.46218540162,0.0,196.3,-27.5197632982
96.4,6.48091002086,0.0,196.4,-27.5211837974
96.5,6.49965497765,0.0,196.5,-27.5226003855
96.6,6.51841870756,0.0,196.6,-27.5240146269
96.7,6.53720277501,0.0,196.7,-27.5254249573
96.8,6.55600718,0.0,196.8,-27.5268321588
96.9,6.57483192254,0.0,196.9,-27.5282362315
97.0,6.59367700261,0.0,197.0,-27.5296371753
97.1,6.61253929138,0.0,197.1,-27.5310349902
97.2,6.63142191769,0.0,197.2,-27.5324281119
97.3,6.65032331712,0.0,197.3,-27.533818887
97.4,6.66924505409,0.0,197.4,-27.535205751
97.5,6.68819025746,0.0,197.5,-27.5365894861
97.6,6.70716049164,0.0,197.6,-27.5379693101
97.7,6.7261526278,0.0,197.7,-27.5393460053
97.8,6.7451713592,0.0,197.8,-27.5407195717
97.9,6.76421199258,0.0,197.9,-27.5420900092
98.0,6.78327452792,0.0,198.0,-27.5434573179
98.1,6.80236052966,0.0,198.1,-27.5448214976
98.2,6.82146843337,0.0,198.2,-27.5461833308
98.3,6.84059980347,0.0,198.3,-27.5475420351
98.4,6.85974994669,0.0,198.4,-27.5488976106
98.5,6.87891886303,0.0,198.5,-27.5502516216
98.6,6.89810498806,0.0,198.6,-27.5516025038
98.7,6.91730675735,0.0,198.7,-27.5529510393
98.8,6.93652104205,0.0,198.8,-27.5542980104
98.9,6.95574940659,0.0,198.9,-27.5556426349
99.0,6.97498872211,0.0,199.0,-27.5569856949
99.1,6.99424211747,0.0,199.1,-27.5583264083
99.2,7.01350802825,0.0,199.2,-27.5596655573
99.3,7.03278645443,0.0,199.3,-27.561003924
99.4,7.0520758316,0.0,199.4,-27.5623399442
99.5,7.07137772417,0.0,199.5,-27.5636751821
99.6,7.09069213216,0.0,199.6,-27.5650088556
99.7,7.11002218442,0.0,199.7,-27.5663417468
99.8,7.12936631651,0.0,199.8,-27.5676738559
99.9,7.14872609286,0.0,199.9,-27.5690051827
100.0,7.16810151348,0.0,200.0,-27.5703349451
